,phrase,sentence_id,sentiment,length,word_list,word_counter,num_unique_words,unique_word_density,guess,guess-sentiment
5811,There 's nothing remotely topical or sexy here .,6988,2,48,"['there', 'nothing', 'remotely', 'topical', 'sexy', 'here']","Counter({'there': 1, 'here': 1, 'remotely': 1, 'topical': 1, 'nothing': 1, 'sexy': 1})",6,1,3.0,1.0
5812,Has a solid emotional impact .,2739,4,30,"['has', 'solid', 'emotional', 'impact']","Counter({'solid': 1, 'emotional': 1, 'has': 1, 'impact': 1})",4,1,4.0,0.0
5813,"An intelligent , multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .",517,4,210,"['intelligent', 'multilayered', 'and', 'profoundly', 'humanist', 'lrb', 'not', 'mention', 'gently', 'political', 'rrb', 'meditation', 'the', 'values', 'knowledge', 'education', 'and', 'the', 'affects', 'cultural', 'and', 'geographical', 'displacement']","Counter({'and': 3, 'the': 2, 'multilayered': 1, 'lrb': 1, 'knowledge': 1, 'affects': 1, 'displacement': 1, 'political': 1, 'gently': 1, 'rrb': 1, 'profoundly': 1, 'mention': 1, 'cultural': 1, 'values': 1, 'humanist': 1, 'geographical': 1, 'not': 1, 'meditation': 1, 'education': 1, 'intelligent': 1})",20,0,4.0,0.0
5814,"Directed by Kevin Bray , whose crisp framing , edgy camera work , and wholesale ineptitude with acting , tone and pace very obviously mark him as a video helmer making his feature debut .",5615,4,187,"['directed', 'kevin', 'bray', 'whose', 'crisp', 'framing', 'edgy', 'camera', 'work', 'and', 'wholesale', 'ineptitude', 'with', 'acting', 'tone', 'and', 'pace', 'very', 'obviously', 'mark', 'him', 'video', 'helmer', 'making', 'his', 'feature', 'debut']","Counter({'and': 2, 'debut': 1, 'tone': 1, 'video': 1, 'obviously': 1, 'kevin': 1, 'whose': 1, 'helmer': 1, 'feature': 1, 'mark': 1, 'acting': 1, 'camera': 1, 'his': 1, 'very': 1, 'ineptitude': 1, 'framing': 1, 'with': 1, 'him': 1, 'directed': 1, 'crisp': 1, 'wholesale': 1, 'bray': 1, 'work': 1, 'edgy': 1, 'pace': 1, 'making': 1})",26,0,4.0,0.0
5815,"What little atmosphere is generated by the shadowy lighting , macabre sets , and endless rain is offset by the sheer ugliness of everything else .",2787,3,146,"['what', 'little', 'atmosphere', 'generated', 'the', 'shadowy', 'lighting', 'macabre', 'sets', 'and', 'endless', 'rain', 'offset', 'the', 'sheer', 'ugliness', 'everything', 'else']","Counter({'the': 2, 'and': 1, 'what': 1, 'macabre': 1, 'shadowy': 1, 'offset': 1, 'little': 1, 'rain': 1, 'else': 1, 'everything': 1, 'generated': 1, 'lighting': 1, 'sets': 1, 'ugliness': 1, 'sheer': 1, 'atmosphere': 1, 'endless': 1})",17,0,4.0,1.0
5816,"But this new jangle of noise , mayhem and stupidity must be a serious contender for the title .",2670,3,95,"['but', 'this', 'new', 'jangle', 'noise', 'mayhem', 'and', 'stupidity', 'must', 'serious', 'contender', 'for', 'the', 'title']","Counter({'and': 1, 'jangle': 1, 'noise': 1, 'for': 1, 'title': 1, 'this': 1, 'contender': 1, 'but': 1, 'mayhem': 1, 'stupidity': 1, 'serious': 1, 'new': 1, 'the': 1, 'must': 1})",14,1,4.0,1.0
5817,The film is a fierce dance of destruction .,5048,3,43,"['the', 'film', 'fierce', 'dance', 'destruction']","Counter({'fierce': 1, 'dance': 1, 'the': 1, 'film': 1, 'destruction': 1})",5,1,4.0,1.0
5818,Has lost some of the dramatic conviction that underlies the best of comedies ...,2412,3,80,"['has', 'lost', 'some', 'the', 'dramatic', 'conviction', 'that', 'underlies', 'the', 'best', 'comedies']","Counter({'the': 2, 'lost': 1, 'conviction': 1, 'that': 1, 'underlies': 1, 'some': 1, 'dramatic': 1, 'has': 1, 'comedies': 1, 'best': 1})",10,0,4.0,1.0
5819,A party-hearty teen flick that scalds like acid .,1208,3,49,"['partyhearty', 'teen', 'flick', 'that', 'scalds', 'like', 'acid']","Counter({'teen': 1, 'flick': 1, 'scalds': 1, 'like': 1, 'that': 1, 'partyhearty': 1, 'acid': 1})",7,1,2.0,-1.0
5820,"My precious new Star Wars movie is a lumbering , wheezy drag ...",5726,3,64,"['precious', 'new', 'star', 'wars', 'movie', 'lumbering', 'wheezy', 'drag']","Counter({'star': 1, 'wheezy': 1, 'movie': 1, 'lumbering': 1, 'wars': 1, 'drag': 1, 'new': 1, 'precious': 1})",8,1,3.0,0.0
5821,"A refreshingly realistic , affectation-free coming-of-age tale .",5440,4,64,"['refreshingly', 'realistic', 'affectationfree', 'comingofage', 'tale']","Counter({'comingofage': 1, 'realistic': 1, 'affectationfree': 1, 'tale': 1, 'refreshingly': 1})",5,1,4.0,0.0
5822,A true pleasure .,4184,4,17,"['true', 'pleasure']","Counter({'pleasure': 1, 'true': 1})",2,1,4.0,0.0
5823,Jam-packed with literally bruising jokes .,1525,3,42,"['jampacked', 'with', 'literally', 'bruising', 'jokes']","Counter({'jampacked': 1, 'bruising': 1, 'with': 1, 'jokes': 1, 'literally': 1})",5,1,2.0,-1.0
5824,"For all the time we spend with these people , we never really get inside of them .",2165,3,82,"['for', 'all', 'the', 'time', 'spend', 'with', 'these', 'people', 'never', 'really', 'get', 'inside', 'them']","Counter({'all': 1, 'for': 1, 'people': 1, 'these': 1, 'inside': 1, 'never': 1, 'them': 1, 'get': 1, 'time': 1, 'the': 1, 'with': 1, 'spend': 1, 'really': 1})",13,1,3.0,0.0
5825,"Killing time , that 's all that 's going on here .",2753,2,50,"['killing', 'time', 'that', 'all', 'that', 'going', 'here']","Counter({'that': 2, 'all': 1, 'here': 1, 'killing': 1, 'going': 1, 'time': 1})",6,0,3.0,1.0
5826,"There are so few films about the plight of American Indians in modern America that Skins comes as a welcome , if downbeat , missive from a forgotten front .",5045,3,156,"['there', 'are', 'few', 'films', 'about', 'the', 'plight', 'american', 'indians', 'modern', 'america', 'that', 'skins', 'comes', 'welcome', 'downbeat', 'missive', 'from', 'forgotten', 'front']","Counter({'about': 1, 'indians': 1, 'from': 1, 'front': 1, 'that': 1, 'downbeat': 1, 'there': 1, 'modern': 1, 'welcome': 1, 'skins': 1, 'few': 1, 'american': 1, 'are': 1, 'forgotten': 1, 'films': 1, 'the': 1, 'america': 1, 'missive': 1, 'plight': 1, 'comes': 1})",20,1,3.0,0.0
5827,Foster and Whitaker are especially fine .,3088,4,41,"['foster', 'and', 'whitaker', 'are', 'especially', 'fine']","Counter({'and': 1, 'especially': 1, 'foster': 1, 'are': 1, 'whitaker': 1, 'fine': 1})",6,1,4.0,0.0
5828,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups .,5360,2,83,"['anemic', 'chronicle', 'money', 'grubbing', 'new', 'yorkers', 'and', 'their', 'serial', 'loveless', 'hook', 'ups']","Counter({'and': 1, 'yorkers': 1, 'chronicle': 1, 'hook': 1, 'money': 1, 'loveless': 1, 'grubbing': 1, 'ups': 1, 'their': 1, 'new': 1, 'serial': 1, 'anemic': 1})",12,1,2.0,0.0
5829,With exquisite craftsmanship ... Olivier Assayas has fashioned an absorbing look at provincial bourgeois French society .,1840,4,121,"['with', 'exquisite', 'craftsmanship', 'olivier', 'assayas', 'has', 'fashioned', 'absorbing', 'look', 'provincial', 'bourgeois', 'french', 'society']","Counter({'provincial': 1, 'look': 1, 'absorbing': 1, 'french': 1, 'craftsmanship': 1, 'society': 1, 'assayas': 1, 'bourgeois': 1, 'fashioned': 1, 'olivier': 1, 'has': 1, 'with': 1, 'exquisite': 1})",13,1,4.0,0.0
5830,Too bland and fustily tasteful to be truly prurient .,699,3,53,"['too', 'bland', 'and', 'fustily', 'tasteful', 'truly', 'prurient']","Counter({'and': 1, 'tasteful': 1, 'fustily': 1, 'truly': 1, 'too': 1, 'prurient': 1, 'bland': 1})",7,1,2.0,-1.0
5831,It 's petty thievery like this that puts flimsy flicks like this behind bars,689,3,76,"['petty', 'thievery', 'like', 'this', 'that', 'puts', 'flimsy', 'flicks', 'like', 'this', 'behind', 'bars']","Counter({'like': 2, 'this': 2, 'bars': 1, 'petty': 1, 'puts': 1, 'that': 1, 'behind': 1, 'thievery': 1, 'flimsy': 1, 'flicks': 1})",10,0,3.0,0.0
5832,"`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .",121,4,141,"['spiderman', 'better', 'than', 'any', 'summer', 'blockbuster', 'had', 'endure', 'last', 'summer', 'and', 'hopefully', 'sets', 'the', 'tone', 'for', 'summer', 'good', 'stuff']","Counter({'summer': 3, 'and': 1, 'good': 1, 'last': 1, 'for': 1, 'spiderman': 1, 'sets': 1, 'had': 1, 'any': 1, 'better': 1, 'stuff': 1, 'endure': 1, 'hopefully': 1, 'tone': 1, 'the': 1, 'blockbuster': 1, 'than': 1})",17,0,4.0,0.0
5833,"It 's the type of film about growing up that we do n't see often enough these days : realistic , urgent , and not sugarcoated in the least .",5023,4,140,"['the', 'type', 'film', 'about', 'growing', 'that', 'see', 'often', 'enough', 'these', 'days', 'realistic', 'urgent', 'and', 'not', 'sugarcoated', 'the', 'least']","Counter({'the': 2, 'and': 1, 'about': 1, 'often': 1, 'urgent': 1, 'that': 1, 'these': 1, 'enough': 1, 'least': 1, 'days': 1, 'realistic': 1, 'see': 1, 'not': 1, 'sugarcoated': 1, 'growing': 1, 'type': 1, 'film': 1})",17,0,3.0,-1.0
5834,Compassionately explores the seemingly irreconcilable situation between conservative Christian parents and their estranged gay and lesbian children .,7387,3,149,"['compassionately', 'explores', 'the', 'seemingly', 'irreconcilable', 'situation', 'between', 'conservative', 'christian', 'parents', 'and', 'their', 'estranged', 'gay', 'and', 'lesbian', 'children']","Counter({'and': 2, 'children': 1, 'explores': 1, 'gay': 1, 'their': 1, 'estranged': 1, 'compassionately': 1, 'seemingly': 1, 'conservative': 1, 'christian': 1, 'irreconcilable': 1, 'parents': 1, 'between': 1, 'situation': 1, 'the': 1, 'lesbian': 1})",16,0,3.0,0.0
5835,By the end you ca n't help but feel ` stoked . ',4357,4,48,"['the', 'end', 'you', 'help', 'but', 'feel', 'stoked']","Counter({'end': 1, 'help': 1, 'feel': 1, 'but': 1, 'stoked': 1, 'the': 1, 'you': 1})",7,1,3.0,-1.0
5836,"Instead of using George and Lucy 's most obvious differences to ignite sparks , Lawrence desperately looks elsewhere , seizing on George 's haplessness and Lucy 's personality tics .",7294,3,182,"['instead', 'using', 'george', 'and', 'lucy', 'most', 'obvious', 'differences', 'ignite', 'sparks', 'lawrence', 'desperately', 'looks', 'elsewhere', 'seizing', 'george', 'haplessness', 'and', 'lucy', 'personality', 'tics']","Counter({'and': 2, 'lucy': 2, 'george': 2, 'ignite': 1, 'tics': 1, 'elsewhere': 1, 'lawrence': 1, 'sparks': 1, 'differences': 1, 'seizing': 1, 'haplessness': 1, 'most': 1, 'obvious': 1, 'looks': 1, 'using': 1, 'instead': 1, 'desperately': 1, 'personality': 1})",18,0,3.0,0.0
5837,"But first , you have to give the audience a reason to want to put for that effort",2495,3,81,"['but', 'first', 'you', 'have', 'give', 'the', 'audience', 'reason', 'want', 'put', 'for', 'that', 'effort']","Counter({'want': 1, 'for': 1, 'give': 1, 'that': 1, 'reason': 1, 'but': 1, 'audience': 1, 'have': 1, 'put': 1, 'the': 1, 'effort': 1, 'you': 1, 'first': 1})",13,1,3.0,0.0
5838,"A worthy addition to the cinematic canon , which , at last count , numbered 52 different versions .",7198,4,99,"['worthy', 'addition', 'the', 'cinematic', 'canon', 'which', 'last', 'count', 'numbered', 'different', 'versions']","Counter({'count': 1, 'numbered': 1, 'different': 1, 'last': 1, 'versions': 1, 'addition': 1, 'canon': 1, 'cinematic': 1, 'which': 1, 'worthy': 1, 'the': 1})",11,1,4.0,0.0
5839,"Ultimate X is a ride , basically the kind of greatest-hits reel that might come with a subscription to ESPN the Magazine .",707,4,122,"['ultimate', 'ride', 'basically', 'the', 'kind', 'greatesthits', 'reel', 'that', 'might', 'come', 'with', 'subscription', 'espn', 'the', 'magazine']","Counter({'the': 2, 'kind': 1, 'espn': 1, 'greatesthits': 1, 'with': 1, 'might': 1, 'ride': 1, 'that': 1, 'magazine': 1, 'come': 1, 'ultimate': 1, 'subscription': 1, 'reel': 1, 'basically': 1})",14,0,4.0,0.0
5840,This strenuously unfunny Showtime deserves the hook .,2529,2,53,"['this', 'strenuously', 'unfunny', 'showtime', 'deserves', 'the', 'hook']","Counter({'unfunny': 1, 'deserves': 1, 'this': 1, 'showtime': 1, 'strenuously': 1, 'hook': 1, 'the': 1})",7,1,3.0,1.0
5841,A lot smarter than your average Bond .,1997,3,38,"['lot', 'smarter', 'than', 'your', 'average', 'bond']","Counter({'smarter': 1, 'average': 1, 'your': 1, 'lot': 1, 'than': 1, 'bond': 1})",6,1,3.0,0.0
5842,"It would n't matter so much that this arrogant Richard Pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny .",8038,3,162,"['would', 'matter', 'much', 'that', 'this', 'arrogant', 'richard', 'pryor', 'wannabe', 'routine', 'offensive', 'puerile', 'and', 'unimaginatively', 'foulmouthed', 'was', 'least', 'funny']","Counter({'and': 1, 'pryor': 1, 'puerile': 1, 'richard': 1, 'would': 1, 'that': 1, 'this': 1, 'unimaginatively': 1, 'offensive': 1, 'least': 1, 'matter': 1, 'much': 1, 'routine': 1, 'wannabe': 1, 'foulmouthed': 1, 'funny': 1, 'was': 1, 'arrogant': 1})",18,1,3.0,0.0
5843,"This English-language version ... does full honor to Miyazaki 's teeming and often unsettling landscape , and to the conflicted complexity of his characters .",2571,4,158,"['this', 'englishlanguage', 'version', 'does', 'full', 'honor', 'miyazaki', 'teeming', 'and', 'often', 'unsettling', 'landscape', 'and', 'the', 'conflicted', 'complexity', 'his', 'characters']","Counter({'and': 2, 'his': 1, 'full': 1, 'often': 1, 'unsettling': 1, 'this': 1, 'miyazaki': 1, 'teeming': 1, 'englishlanguage': 1, 'complexity': 1, 'version': 1, 'does': 1, 'characters': 1, 'the': 1, 'conflicted': 1, 'honor': 1, 'landscape': 1})",17,0,4.0,0.0
5844,"An unremarkable , modern action\/comedy buddy movie whose only nod to nostalgia is in the title .",6584,3,97,"['unremarkable', 'modern', 'actioncomedy', 'buddy', 'movie', 'whose', 'only', 'nod', 'nostalgia', 'the', 'title']","Counter({'unremarkable': 1, 'buddy': 1, 'whose': 1, 'nod': 1, 'movie': 1, 'modern': 1, 'nostalgia': 1, 'only': 1, 'actioncomedy': 1, 'title': 1, 'the': 1})",11,1,3.0,0.0
5845,"This kind of hands-on storytelling is ultimately what makes Shanghai Ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .",3094,4,178,"['this', 'kind', 'handson', 'storytelling', 'ultimately', 'what', 'makes', 'shanghai', 'ghetto', 'move', 'beyond', 'good', 'dry', 'reliable', 'textbook', 'and', 'what', 'allows', 'rank', 'with', 'its', 'worthy', 'predecessors']","Counter({'what': 2, 'and': 1, 'storytelling': 1, 'move': 1, 'textbook': 1, 'beyond': 1, 'its': 1, 'shanghai': 1, 'worthy': 1, 'good': 1, 'handson': 1, 'rank': 1, 'ultimately': 1, 'with': 1, 'predecessors': 1, 'ghetto': 1, 'dry': 1, 'kind': 1, 'this': 1, 'reliable': 1, 'allows': 1, 'makes': 1})",22,0,4.0,0.0
5846,The amazing film work is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others .,6541,4,135,"['the', 'amazing', 'film', 'work', 'convincing', 'that', 'movies', 'end', 'you', 'swear', 'you', 'are', 'wet', 'some', 'places', 'and', 'feel', 'sand', 'creeping', 'others']","Counter({'you': 2, 'and': 1, 'others': 1, 'end': 1, 'places': 1, 'that': 1, 'feel': 1, 'some': 1, 'work': 1, 'convincing': 1, 'sand': 1, 'creeping': 1, 'movies': 1, 'amazing': 1, 'swear': 1, 'are': 1, 'wet': 1, 'the': 1, 'film': 1})",19,0,4.0,0.0
5847,He fails .,5312,1,10,['fails'],Counter({'fails': 1}),1,1,3.0,2.0
5848,"If I want a real movie , I 'll buy the Criterion DVD .",5097,3,54,"['want', 'real', 'movie', 'buy', 'the', 'criterion', 'dvd']","Counter({'real': 1, 'buy': 1, 'movie': 1, 'criterion': 1, 'want': 1, 'dvd': 1, 'the': 1})",7,1,3.0,0.0
5849,"Whether or not you buy Mr. Broomfield 's findings , the film acquires an undeniable entertainment value as the slight , pale Mr. Broomfield continues to force himself on people and into situations that would make lesser men run for cover .",5166,4,239,"['whether', 'not', 'you', 'buy', 'broomfield', 'findings', 'the', 'film', 'acquires', 'undeniable', 'entertainment', 'value', 'the', 'slight', 'pale', 'broomfield', 'continues', 'force', 'himself', 'people', 'and', 'into', 'situations', 'that', 'would', 'make', 'lesser', 'men', 'run', 'for', 'cover']","Counter({'broomfield': 2, 'the': 2, 'and': 1, 'force': 1, 'findings': 1, 'people': 1, 'into': 1, 'himself': 1, 'pale': 1, 'film': 1, 'acquires': 1, 'would': 1, 'entertainment': 1, 'situations': 1, 'make': 1, 'slight': 1, 'you': 1, 'buy': 1, 'run': 1, 'that': 1, 'continues': 1, 'men': 1, 'not': 1, 'for': 1, 'whether': 1, 'undeniable': 1, 'cover': 1, 'value': 1, 'lesser': 1})",29,0,3.0,-1.0
5850,"-LRB- Washington 's -RRB- strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .",1312,4,116,"['lrb', 'washington', 'rrb', 'strong', 'hand', 'keen', 'eye', 'sweet', 'spirit', 'and', 'good', 'taste', 'are', 'reflected', 'almost', 'every', 'scene']","Counter({'and': 1, 'reflected': 1, 'almost': 1, 'lrb': 1, 'eye': 1, 'taste': 1, 'sweet': 1, 'washington': 1, 'rrb': 1, 'hand': 1, 'keen': 1, 'good': 1, 'every': 1, 'are': 1, 'scene': 1, 'strong': 1, 'spirit': 1})",17,1,4.0,0.0
5851,The beauty of the piece is that it counts heart as important as humor .,4963,3,71,"['the', 'beauty', 'the', 'piece', 'that', 'counts', 'heart', 'important', 'humor']","Counter({'the': 2, 'heart': 1, 'humor': 1, 'beauty': 1, 'that': 1, 'important': 1, 'piece': 1, 'counts': 1})",8,0,4.0,1.0
5852,So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .,657,4,177,"['vivid', 'portrait', 'woman', 'consumed', 'lust', 'and', 'love', 'and', 'crushed', 'betrayal', 'that', 'conjures', 'the', 'intoxicating', 'fumes', 'and', 'emotional', 'ghosts', 'freshly', 'painted', 'rembrandt']","Counter({'and': 3, 'woman': 1, 'love': 1, 'vivid': 1, 'that': 1, 'painted': 1, 'consumed': 1, 'betrayal': 1, 'crushed': 1, 'lust': 1, 'fumes': 1, 'conjures': 1, 'freshly': 1, 'emotional': 1, 'portrait': 1, 'the': 1, 'rembrandt': 1, 'ghosts': 1, 'intoxicating': 1})",19,0,4.0,0.0
5853,An awkwardly contrived exercise in magic realism .,180,2,50,"['awkwardly', 'contrived', 'exercise', 'magic', 'realism']","Counter({'contrived': 1, 'realism': 1, 'magic': 1, 'awkwardly': 1, 'exercise': 1})",5,1,3.0,1.0
5854,Buy popcorn .,305,3,13,"['buy', 'popcorn']","Counter({'popcorn': 1, 'buy': 1})",2,1,3.0,0.0
5855,"For a story set at sea , Ghost Ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . '",1081,3,130,"['for', 'story', 'set', 'sea', 'ghost', 'ship', 'pretty', 'landbound', 'with', 'its', 'leaden', 'acting', 'dull', 'exposition', 'and', 'telegraphed', 'surprises']","Counter({'ghost': 1, 'landbound': 1, 'story': 1, 'set': 1, 'pretty': 1, 'for': 1, 'leaden': 1, 'telegraphed': 1, 'dull': 1, 'and': 1, 'acting': 1, 'exposition': 1, 'sea': 1, 'surprises': 1, 'ship': 1, 'with': 1, 'its': 1})",17,1,3.0,0.0
